2,2570,0,2570,2656,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,164,22000,23000,27000,106759,0,250000000,2012,23000,2.35,164000,1
2,2570,0,2570,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,131,,131,143,0,,,12,,0,1
0,0,0,0,79336,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,132,475,530,640,1873,1,263700000,2012,632,2.35,24000,2
2,2570,0,2570,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,156,0,4000,24000,46055,0,258000000,2007,11000,2.35,0,2
2,2570,0,2570,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,100,15,284,799,2036,1,260000000,2010,553,1.85,29000,1
2,2570,0,2570,82182,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,141,0,19000,26000,92000,4,250000000,2015,21000,2.35,118000,1
2,2570,0,2570,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,153,282,10000,25000,58753,3,250000000,2009,11000,2.35,10000,1
2,2570,0,2570,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,183,0,2000,15000,24450,0,250000000,2016,4000,2.35,197000,2
2,2570,0,2570,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,169,0,903,18000,29991,0,209000000,2006,10000,2.35,0,2
2,2570,0,2570,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,395,393,451,2023,1,200000000,2008,412,2.35,0,2
2,2570,0,2570,2656,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,151,563,1000,40000,48486,2,225000000,2006,5000,2.35,5000,1
2,2570,0,2570,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,150,563,1000,40000,45757,1,215000000,2013,2000,2.35,48000,2
2,2570,0,2570,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,143,0,748,15000,20495,0,225000000,2013,3000,2.35,118000,1
2,2570,0,2570,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,150,80,201,22000,22697,4,225000000,2008,216,2.35,0,2
2,2570,0,2570,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,173,0,19000,26000,87697,3,220000000,2012,21000,1.85,123000,1
2,2570,0,2570,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,136,252,1000,40000,54083,4,250000000,2011,11000,2.35,58000,2
2,2570,0,2570,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,106,188,718,10000,12572,1,225000000,2012,816,1.85,40000,2
2,2570,0,2570,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,164,0,773,5000,9152,0,250000000,2014,972,2.35,65000,1
2,2570,2445632037,2570,79336,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,153,464,963,15000,28489,0,230000000,2012,10000,2.35,56000,1
2,2570,0,2570,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,156,0,738,891,3244,0,200000000,2010,882,2.35,17000,2
2,2570,0,2570,82182,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,186,0,773,5000,9152,6,225000000,2013,972,2.35,83000,1
2,2570,0,2570,79336,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,113,129,1000,16000,24106,2,180000000,2007,6000,2.35,0,2
2,2570,0,2570,79336,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,201,0,84,6000,7123,0,207000000,2005,919,2.35,0,1
2,2570,2445632037,2570,79336,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,194,0,794,29000,45223,0,200000000,1997,14000,2.35,26000,1
2,2570,0,2570,82182,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,147,94,11000,21000,64798,0,250000000,2016,19000,2.35,72000,1
2,2570,0,2570,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,131,532,627,14000,26679,0,209000000,2012,10000,2.35,44000,3
2,2570,0,2570,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,124,365,1000,3000,8458,0,150000000,2015,2000,2,150000,1
2,2570,0,2570,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,143,0,393,883,2039,0,200000000,2012,563,2.35,80000,1
2,2570,0,2570,2656,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,135,0,4000,24000,43388,1,200000000,2004,11000,2.35,0,1
2,2570,0,2570,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,195,1000,3000,21000,30426,3,200000000,2013,4000,2.35,95000,1
2,2570,0,2570,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,108,13000,11000,40000,79957,0,200000000,2010,25000,1.85,24000,2
2,2570,0,2570,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,104,420,560,20000,21714,0,210000000,2006,808,2.35,0,2
2,2570,82,2570,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,104,37,760,12000,14863,0,200000000,2013,779,1.85,44000,1
2,2570,0,2570,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,150,0,464,894,3218,0,200000000,2009,581,2.35,0,2
2,2570,0,2570,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,165,0,808,974,3988,2,210000000,2014,956,2.35,56000,3
2,2570,0,2570,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,130,0,11000,44000,73441,4,215000000,2013,15000,2.35,60000,2
2,2570,0,2570,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,142,464,825,15000,28631,0,200000000,2014,10000,2.35,41000,2
2,2570,0,2570,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,125,364,1000,12000,25550,0,170000000,2010,10000,2.35,30000,2
2,2570,0,2570,79336,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,106,487,776,1000,4482,0,200000000,2011,919,2.35,10000,2
2,2570,0,2570,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,123,258,326,16000,17657,2,200000000,2011,368,2.35,24000,3
2,2570,0,2570,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,103,125,721,15000,19085,3,200000000,2010,1000,1.85,30000,1
2,2570,0,2570,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,118,368,988,23000,27468,0,200000000,2009,3000,2.35,0,2
2,2570,0,2570,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,140,0,14000,26000,79150,0,190000000,2015,23000,2.35,94000,1
2,2570,0,2570,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,123,395,1000,17000,32392,0,190000000,2013,11000,2.35,129000,1
2,2570,0,2570,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,149,0,20000,34000,91434,7,200000000,2014,22000,2.35,82000,1
2,2570,0,2570,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,132,14000,928,19000,21411,0,190000000,2013,981,2.35,92000,1
2,2570,0,2570,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,114,0,140,979,1766,1,195000000,2013,557,2.35,22000,2
2,2570,0,2570,79886,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,143,1000,77,29000,29770,4,105000000,2013,509,2.35,115000,1
2,2570,2438397,2570,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,116,179,236,15000,16149,2,200000000,2010,567,2.35,23000,2
2,2570,0,2570,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,131,0,919,16000,19166,0,190000000,2013,968,1.85,83000,1
2,2570,0,2570,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,154,0,581,894,2593,2,195000000,2011,829,2.35,46000,2
